Year,State,FIPS,Case_status,Sex,Age_cat_yrs,Frequency
2008,CT,09009,Confirmed,Female,0-19,26
2008,CT,09009,Confirmed,Female,20+,106
2008,CT,09009,Confirmed,Suppressed,0-19,1
2008,CT,09009,Probable,Male,0-19,15
2008,CT,09009,Probable,Male,20+,33
2008,CT,09009,Probable,Female,0-19,4
2008,CT,09009,Probable,Female,20+,36
2008,CT,09011,Confirmed,Male,0-19,27
2008,CT,09011,Confirmed,Male,20+,82
2008,CT,09011,Confirmed,Female,0-19,18
2008,CT,09011,Confirmed,Female,20+,67
2008,CT,09011,Confirmed,Suppressed,20+,1
2008,CT,09011,Probable,Male,0-19,13
2008,CT,09011,Probable,Male,20+,41
2008,CT,09011,Probable,Female,0-19,11
2008,CT,09011,Probable,Female,20+,26
2008,CT,09013,Confirmed,Male,0-19,38
2008,CT,09013,Confirmed,Male,20+,104
2008,CT,09013,Confirmed,Female,0-19,19
2008,CT,09013,Confirmed,Female,20+,64
2008,CT,09013,Probable,Male,0-19,6
2008,CT,09013,Probable,Male,20+,26
2008,CT,09013,Probable,Female,0-19,1
2008,CT,09013,Probable,Female,20+,15
2008,CT,09015,Confirmed,Male,0-19,12
2008,CT,09015,Confirmed,Male,20+,33
2008,CT,09015,Confirmed,Female,0-19,5
2008,CT,09015,Confirmed,Female,20+,28
2008,CT,09015,Confirmed,Suppressed,20+,1
2008,CT,09015,Confirmed,Suppressed,Suppressed,1
2008,CT,09015,Probable,Male,0-19,3
2008,CT,09015,Probable,Male,20+,20
2008,CT,09015,Probable,Female,0-19,4
2008,CT,09015,Probable,Female,20+,14
2008,CT,Unknown,Confirmed,Male,0-19,135
2008,CT,Unknown,Confirmed,Male,20+,411
2008,CT,Unknown,Confirmed,Female,0-19,85
2008,CT,Unknown,Confirmed,Female,20+,382
2008,CT,Unknown,Confirmed,Suppressed,0-19,2
2008,CT,Unknown,Confirmed,Suppressed,Suppressed,1
2008,CT,Unknown,Probable,Male,0-19,76
2008,CT,Unknown,Probable,Male,20+,252
2008,CT,Unknown,Probable,Female,0-19,59
2008,CT,Unknown,Probable,Female,20+,232
2008,DC,11001,Confirmed,Male,0-19,5
2008,DC,11001,Confirmed,Male,20+,27
2008,DC,11001,Confirmed,Female,0-19,7
2008,DC,11001,Confirmed,Female,20+,32
2008,DC,11001,Probable,Male,20+,1
2008,DC,11001,Probable,Female,20+,2
2008,DE,10001,Confirmed,Male,20+,12
2008,DE,10001,Confirmed,Male,Suppressed,2
2008,DE,10001,Confirmed,Female,20+,12
2008,DE,10001,Confirmed,Female,Suppressed,2
2008,DE,10001,Confirmed,Unknown,0-19,24
2008,DE,10001,Confirmed,Unknown,20+,67
2008,DE,10003,Confirmed,Male,0-19,16
2008,DE,10003,Confirmed,Male,20+,45
2008,DE,10003,Confirmed,Female,0-19,7
2008,DE,10003,Confirmed,Female,20+,48
2008,DE,10003,Confirmed,Unknown,0-19,78
2008,DE,10003,Confirmed,Unknown,20+,325
2008,DE,10005,Confirmed,Male,20+,20
2008,DE,10005,Confirmed,Male,Suppressed,3
2008,DE,10005,Confirmed,Female,20+,19
2008,DE,10005,Confirmed,Female,Suppressed,1
2008,DE,10005,Confirmed,Unknown,0-19,7
2008,DE,10005,Confirmed,Unknown,20+,54
2008,DE,Unknown,Confirmed,Unknown,20+,27
2008,DE,Unknown,Confirmed,Unknown,Suppressed,3
2008,FL,12083,Confirmed,Suppressed,Suppressed,5
2008,FL,12086,Confirmed,Female,20+,4
2008,FL,12086,Confirmed,Suppressed,Suppressed,1
2008,FL,12086,Probable,Female,20+,1
2008,FL,12086,Probable,Suppressed,Suppressed,1
2008,FL,12099,Confirmed,Male,20+,4
2008,FL,12099,Confirmed,Suppressed,20+,2
2008,FL,12099,Confirmed,Suppressed,Suppressed,1
2008,FL,12099,Probable,Male,20+,1
2008,FL,12103,Confirmed,Male,20+,4
2008,FL,12103,Confirmed,Male,Suppressed,1
2008,FL,12103,Confirmed,Suppressed,20+,1
2008,FL,12103,Probable,Male,20+,1
2008,FL,12103,Probable,Suppressed,20+,1
2008,FL,12109,Confirmed,Suppressed,Suppressed,4
2008,FL,12109,Probable,Suppressed,Suppressed,1
2008,FL,12115,Confirmed,Male,20+,4
2008,FL,12115,Confirmed,Male,Suppressed,1
2008,FL,12115,Confirmed,Suppressed,20+,2
2008,FL,12115,Probable,Male,20+,4
2008,FL,Suppressed,Confirmed,Male,Suppressed,2
2008,FL,Suppressed,Confirmed,Female,20+,5
2008,FL,Suppressed,Confirmed,Suppressed,Suppressed,31
2008,FL,Suppressed,Probable,Male,Suppressed,1
2008,FL,Suppressed,Probable,Female,20+,1
2008,FL,Suppressed,Probable,Suppressed,Suppressed,4
2008,GA,Suppressed,Confirmed,Male,20+,8
2008,GA,Suppressed,Confirmed,Female,0-19,5
2008,GA,Suppressed,Confirmed,Suppressed,Suppressed,22
2008,IA,19043,Confirmed,Male,20+,4
2008,IA,19043,Confirmed,Female,20+,4
2008,IA,19043,Probable,Male,20+,1
2008,IA,19043,Probable,Female,20+,1
2008,IA,19045,Confirmed,Suppressed,Suppressed,4
2008,IA,19045,Probable,Suppressed,Suppressed,1
2008,IA,19061,Confirmed,Suppressed,Suppressed,5
2008,IA,19061,Probable,Suppressed,Suppressed,2
2008,IA,19095,Confirmed,Suppressed,20+,5
2008,IA,19103,Confirmed,Male,0-19,3
2008,IA,19103,Confirmed,Male,20+,3
2008,IA,19103,Confirmed,Female,20+,5
2008,IA,19103,Probable,Male,0-19,3
2008,IA,19103,Probable,Male,20+,2
2008,IA,19113,Confirmed,Suppressed,Suppressed,4
2008,IA,19113,Probable,Suppressed,Suppressed,1
2008,IA,19139,Confirmed,Suppressed,Suppressed,5
2008,IA,19153,Confirmed,Male,20+,4
2008,IA,19153,Confirmed,Suppressed,20+,2
2008,IA,19153,Probable,Male,20+,1
2008,IA,19163,Confirmed,Male,Suppressed,3
2008,IA,19163,Probable,Male,Suppressed,2
2008,IA,19191,Confirmed,Male,20+,4
2008,IA,19191,Confirmed,Suppressed,20+,1
2008,IA,19191,Probable,Male,20+,2
2008,IA,Suppressed,Confirmed,Male,0-19,6
2008,IA,Suppressed,Confirmed,Female,20+,3
2008,IA,Suppressed,Confirmed,Suppressed,Suppressed,20
2008,IA,Suppressed,Probable,Male,0-19,1
2008,IA,Suppressed,Probable,Female,20+,2
2008,IA,Suppressed,Probable,Suppressed,Suppressed,5
2008,ID,Suppressed,Confirmed,Suppressed,20+,4
2008,ID,Suppressed,Probable,Suppressed,20+,4
2008,IL,17031,Confirmed,Male,0-19,6
2008,IL,17031,Confirmed,Male,Suppressed,3
2008,IL,17031,Confirmed,Female,20+,10
2008,IL,17031,Confirmed,Female,Suppressed,2
2008,IL,17043,Confirmed,Male,0-19,6
2008,IL,17043,Confirmed,Male,Suppressed,4
2008,IL,17043,Confirmed,Female,20+,6
2008,IL,17043,Confirmed,Female,Suppressed,1
2008,IL,17085,Confirmed,Male,20+,5
2008,IL,17085,Confirmed,Male,Suppressed,1
2008,IL,17085,Confirmed,Suppressed,20+,1
2008,IL,17089,Confirmed,Suppressed,Suppressed,5
2008,IL,17097,Confirmed,Suppressed,Suppressed,5
2008,IL,17141,Confirmed,Suppressed,Suppressed,5
2008,IL,17197,Confirmed,Male,20+,5
2008,IL,17197,Confirmed,Suppressed,Suppressed,2
2008,IL,Suppressed,Confirmed,Male,0-19,9
2008,IL,Suppressed,Confirmed,Female,20+,5
2008,IL,Suppressed,Confirmed,Suppressed,Suppressed,27
2008,IN,18127,Confirmed,Suppressed,Suppressed,5
2008,IN,18141,Confirmed,Suppressed,Suppressed,6
2008,IN,Suppressed,Confirmed,Male,20+,11
2008,IN,Suppressed,Confirmed,Suppressed,Suppressed,20
2008,KS,Suppressed,Confirmed,Suppressed,Suppressed,14
2008,KY,Suppressed,Confirmed,Suppressed,20+,5
2008,MA,25001,Confirmed,Male,Unknown,79
2008,MA,25001,Confirmed,Male,Suppressed,4
2008,MA,25001,Confirmed,Female,Unknown,65
2008,MA,25001,Confirmed,Female,Suppressed,4
2008,MA,25001,Confirmed,Unknown,Unknown,9
2008,MA,25001,Confirmed,Unknown,Suppressed,1
2008,MA,25001,Probable,Male,Unknown,5
2008,MA,25001,Probable,Female,Unknown,3
2008,MA,25001,Probable,Female,Suppressed,2
2008,MA,25001,Probable,Unknown,Unknown,1
2008,MA,25003,Confirmed,Male,20+,5
2008,MA,25003,Confirmed,Male,Unknown,72
2008,MA,25003,Confirmed,Female,Unknown,46
2008,MA,25003,Confirmed,Female,Suppressed,4
2008,MA,25003,Confirmed,Suppressed,Unknown,1
2008,MA,25003,Probable,Male,20+,1
2008,MA,25003,Probable,Male,Unknown,12
2008,MA,25003,Probable,Female,Unknown,20
2008,MA,25003,Probable,Female,Suppressed,1
2008,MA,25005,Confirmed,Male,0-19,5
2008,MA,25005,Confirmed,Male,20+,4
2008,MA,25005,Confirmed,Male,Unknown,150
2008,MA,25005,Confirmed,Female,0-19,4
2008,MA,25005,Confirmed,Female,20+,4
2008,MA,25005,Confirmed,Female,Unknown,93
2008,MA,25005,Confirmed,Suppressed,Unknown,2
2008,MA,25005,Probable,Male,0-19,2
2008,MA,25005,Probable,Male,20+,1
2008,MA,25005,Probable,Male,Unknown,14
2008,MA,25005,Probable,Female,0-19,1
2008,MA,25005,Probable,Female,20+,3
2008,MA,25005,Probable,Female,Unknown,17
2008,MA,25007,Confirmed,Male,Unknown,17
2008,MA,25007,Confirmed,Male,Suppressed,3
2008,MA,25007,Confirmed,Female,Unknown,25
2008,MA,25007,Confirmed,Suppressed,Unknown,2
2008,MA,25007,Probable,Male,Unknown,2
2008,MA,25007,Probable,Female,Unknown,1
2008,MA,25007,Probable,Suppressed,Unknown,1
2008,MA,25009,Confirmed,Male,0-19,15
2008,MA,25009,Confirmed,Male,20+,10
2008,MA,25009,Confirmed,Male,Unknown,179
2008,MA,25009,Confirmed,Female,20+,7
2008,MA,25009,Confirmed,Female,Unknown,142
2008,MA,25009,Confirmed,Female,Suppressed,4
2008,MA,25009,Confirmed,Unknown,Unknown,5
2008,MA,25009,Confirmed,Unknown,Suppressed,2
2008,MA,25009,Probable,Male,0-19,2
2008,MA,25009,Probable,Male,20+,3
2008,MA,25009,Probable,Male,Unknown,40
2008,MA,25009,Probable,Female,20+,3
2008,MA,25009,Probable,Female,Unknown,30
2008,MA,25011,Confirmed,Male,Unknown,29
2008,MA,25011,Confirmed,Male,Suppressed,2
2008,MA,25011,Confirmed,Female,Unknown,18
2008,MA,25011,Confirmed,Female,Suppressed,2
2008,MA,25011,Confirmed,Suppressed,Unknown,1
2008,MA,25011,Probable,Male,Unknown,4
2008,MA,25013,Confirmed,Male,0-19,4
2008,MA,25013,Confirmed,Male,20+,5
2008,MA,25013,Confirmed,Male,Unknown,95
2008,MA,25013,Confirmed,Female,Unknown,68
2008,MA,25013,Confirmed,Female,Suppressed,3
2008,MA,25013,Probable,Male,0-19,1
2008,MA,25013,Probable,Male,20+,3
2008,MA,25013,Probable,Male,Unknown,7
2008,MA,25013,Probable,Female,Unknown,2
2008,MA,25013,Probable,Female,Suppressed,2
2008,MA,25015,Confirmed,Male,Unknown,54
2008,MA,25015,Confirmed,Male,Suppressed,4
2008,MA,25015,Confirmed,Female,Unknown,42
2008,MA,25015,Confirmed,Female,Suppressed,3
2008,MA,25015,Probable,Male,Unknown,4
2008,MA,25015,Probable,Male,Suppressed,2
2008,MA,25015,Probable,Female,Unknown,5
2008,MA,25017,Confirmed,Male,0-19,21
2008,MA,25017,Confirmed,Male,20+,21
2008,MA,25017,Confirmed,Male,Unknown,386
2008,MA,25017,Confirmed,Female,0-19,8
2008,MA,25017,Confirmed,Female,20+,13
2008,MA,25017,Confirmed,Female,Unknown,271
2008,MA,25017,Confirmed,Unknown,Unknown,15
2008,MA,25017,Confirmed,Unknown,Suppressed,2
2008,MA,25017,Probable,Male,0-19,5
2008,MA,25017,Probable,Male,20+,4
2008,MA,25017,Probable,Male,Unknown,57
2008,MA,25017,Probable,Female,0-19,1
2008,MA,25017,Probable,Female,Unknown,47
2008,MA,25019,Confirmed,Male,Unknown,23
2008,MA,25019,Confirmed,Female,Unknown,20
2008,MA,25019,Probable,Male,Unknown,1
2008,MA,25021,Confirmed,Male,0-19,18
2008,MA,25021,Confirmed,Male,20+,5
2008,MA,25021,Confirmed,Male,Unknown,245
2008,MA,25021,Confirmed,Female,0-19,6
2008,MA,25021,Confirmed,Female,20+,10
2008,MA,25021,Confirmed,Female,Unknown,147
2008,MA,25021,Confirmed,Unknown,Unknown,4
2008,MA,25021,Probable,Male,0-19,2
2008,MA,25021,Probable,Male,Unknown,37
2008,MA,25021,Probable,Female,20+,3
2008,MA,25021,Probable,Female,Unknown,16
2008,MA,25021,Probable,Unknown,Unknown,1
2008,MA,25023,Confirmed,Male,0-19,5
2008,MA,25023,Confirmed,Male,20+,8
2008,MA,25023,Confirmed,Male,Unknown,239
2008,MA,25023,Confirmed,Female,0-19,5
2008,MA,25023,Confirmed,Female,20+,5
2008,MA,25023,Confirmed,Female,Unknown,134
2008,MA,25023,Confirmed,Unknown,Unknown,5
2008,MA,25023,Probable,Male,0-19,2
2008,MA,25023,Probable,Male,20+,1
2008,MA,25023,Probable,Male,Unknown,22
2008,MA,25023,Probable,Female,20+,1
2008,MA,25023,Probable,Female,Unknown,22
2008,MA,25023,Probable,Unknown,Unknown,3
2008,MA,25025,Confirmed,Male,0-19,4
2008,MA,25025,Confirmed,Male,20+,9
2008,MA,25025,Confirmed,Male,Unknown,20
2008,MA,25025,Confirmed,Female,20+,5
2008,MA,25025,Confirmed,Female,Unknown,17
2008,MA,25025,Confirmed,Female,Suppressed,4
2008,MA,25025,Confirmed,Suppressed,Unknown,1
2008,MA,25025,Probable,Male,0-19,2
2008,MA,25025,Probable,Male,20+,8
2008,MA,25025,Probable,Male,Unknown,1
2008,MA,25025,Probable,Female,20+,6
2008,MA,25025,Probable,Female,Unknown,2
2008,MA,25025,Probable,Suppressed,Unknown,1
2008,MA,25025,Probable,Suppressed,Suppressed,1
2008,MA,25027,Confirmed,Male,0-19,12
2008,MA,25027,Confirmed,Male,20+,4
2008,MA,25027,Confirmed,Male,Unknown,291
2008,MA,25027,Confirmed,Female,0-19,5
2008,MA,25027,Confirmed,Female,Unknown,179
2008,MA,25027,Confirmed,Female,Suppressed,2
2008,MA,25027,Confirmed,Suppressed,Unknown,3
2008,MA,25027,Probable,Male,20+,2
2008,MA,25027,Probable,Male,Unknown,50
2008,MA,25027,Probable,Female,0-19,1
2008,MA,25027,Probable,Female,Unknown,35
2008,MA,25027,Probable,Female,Suppressed,1
2008,MA,Unknown,Confirmed,Male,0-19,12
2008,MA,Unknown,Confirmed,Male,20+,5
2008,MA,Unknown,Confirmed,Male,Unknown,268
2008,MA,Unknown,Confirmed,Female,0-19,6
2008,MA,Unknown,Confirmed,Female,20+,7
2008,MA,Unknown,Confirmed,Female,Unknown,195
2008,MA,Unknown,Confirmed,Suppressed,Unknown,2
2008,MA,Unknown,Probable,Male,0-19,5
2008,MA,Unknown,Probable,Male,20+,1
2008,MA,Unknown,Probable,Male,Unknown,57
2008,MA,Unknown,Probable,Female,0-19,2
2008,MA,Unknown,Probable,Female,20+,4
2008,MA,Unknown,Probable,Female,Unknown,22
2008,MA,Unknown,Probable,Suppressed,Unknown,1
2008,MD,24001,Confirmed,Female,20+,4
2008,MD,24001,Confirmed,Female,Suppressed,2
2008,MD,24001,Confirmed,Suppressed,Suppressed,3
2008,MD,24001,Probable,Female,20+,1
2008,MD,24001,Probable,Female,Suppressed,1
2008,MD,24003,Confirmed,Male,0-19,22
2008,MD,24003,Confirmed,Male,20+,47
2008,MD,24003,Confirmed,Male,Suppressed,2
2008,MD,24003,Confirmed,Female,0-19,16
2008,MD,24003,Confirmed,Female,20+,44
2008,MD,24003,Probable,Male,0-19,6
2008,MD,24003,Probable,Male,20+,20
2008,MD,24003,Probable,Female,0-19,7
2008,MD,24003,Probable,Female,20+,21
2008,MD,24005,Confirmed,Male,0-19,44
2008,MD,24005,Confirmed,Male,20+,72
2008,MD,24005,Confirmed,Female,0-19,21
2008,MD,24005,Confirmed,Female,20+,65
2008,MD,24005,Confirmed,Suppressed,20+,2
2008,MD,24005,Probable,Male,0-19,7
2008,MD,24005,Probable,Male,20+,14
2008,MD,24005,Probable,Female,0-19,4
2008,MD,24005,Probable,Female,20+,9
2008,MD,24009,Confirmed,Male,0-19,3
2008,MD,24009,Confirmed,Male,20+,6
2008,MD,24009,Confirmed,Female,0-19,6
2008,MD,24009,Confirmed,Female,20+,12
2008,MD,24009,Probable,Male,0-19,2
2008,MD,24009,Probable,Male,20+,1
2008,MD,24009,Probable,Female,0-19,1
2008,MD,24009,Probable,Female,20+,3
2008,MD,24011,Confirmed,Male,20+,5
2008,MD,24011,Confirmed,Male,Suppressed,2
2008,MD,24011,Confirmed,Female,20+,8
2008,MD,24011,Confirmed,Female,Suppressed,2
2008,MD,24011,Probable,Male,20+,3
2008,MD,24011,Probable,Male,Suppressed,1
2008,MD,24011,Probable,Female,20+,7
2008,MD,24011,Probable,Female,Suppressed,2
2008,MD,24013,Confirmed,Male,0-19,20
2008,MD,24013,Confirmed,Male,20+,38
2008,MD,24013,Confirmed,Female,0-19,17
2008,MD,24013,Confirmed,Female,20+,35
2008,MD,24013,Confirmed,Female,Suppressed,1
2008,MD,24013,Probable,Male,0-19,7
2008,MD,24013,Probable,Male,20+,9
2008,MD,24013,Probable,Female,0-19,2
2008,MD,24013,Probable,Female,20+,5
2008,MD,24015,Confirmed,Male,0-19,8
2008,MD,24015,Confirmed,Male,20+,24
2008,MD,24015,Confirmed,Female,0-19,10
2008,MD,24015,Confirmed,Female,20+,20
2008,MD,24015,Confirmed,Female,Suppressed,1
2008,MD,24015,Probable,Male,0-19,6
2008,MD,24015,Probable,Male,20+,15
2008,MD,24015,Probable,Female,0-19,3
2008,MD,24015,Probable,Female,20+,16
2008,MD,24017,Confirmed,Male,0-19,2
2008,MD,24017,Confirmed,Male,20+,20
2008,MD,24017,Confirmed,Female,20+,19
2008,MD,24017,Confirmed,Female,Suppressed,2
2008,MD,24017,Probable,Male,0-19,3
2008,MD,24017,Probable,Male,20+,12
2008,MD,24017,Probable,Female,20+,9
2008,MD,24019,Confirmed,Male,20+,7
2008,MD,24019,Confirmed,Male,Suppressed,1
2008,MD,24019,Confirmed,Female,20+,3
2008,MD,24019,Confirmed,Female,Suppressed,1
2008,MD,24019,Probable,Male,20+,3
2008,MD,24019,Probable,Male,Suppressed,1
2008,MD,24019,Probable,Female,20+,3
2008,MD,24019,Probable,Suppressed,20+,1
2008,MD,24021,Confirmed,Male,0-19,8
2008,MD,24021,Confirmed,Male,20+,18
2008,MD,24021,Confirmed,Female,0-19,6
2008,MD,24021,Confirmed,Female,20+,22
2008,MD,24021,Probable,Male,0-19,3
2008,MD,24021,Probable,Male,20+,11
2008,MD,24021,Probable,Female,0-19,2
2008,MD,24021,Probable,Female,20+,3
2008,MD,24021,Probable,Suppressed,0-19,1
2008,MD,24025,Confirmed,Male,0-19,20
2008,MD,24025,Confirmed,Male,20+,40
2008,MD,24025,Confirmed,Male,Suppressed,1
2008,MD,24025,Confirmed,Female,0-19,13
2008,MD,24025,Confirmed,Female,20+,36
2008,MD,24025,Probable,Male,0-19,1
2008,MD,24025,Probable,Male,20+,11
2008,MD,24025,Probable,Female,0-19,1
2008,MD,24025,Probable,Female,20+,3
2008,MD,24027,Confirmed,Male,0-19,56
2008,MD,24027,Confirmed,Male,20+,100
2008,MD,24027,Confirmed,Female,0-19,29
2008,MD,24027,Confirmed,Female,20+,111
2008,MD,24027,Probable,Male,0-19,10
2008,MD,24027,Probable,Male,20+,19
2008,MD,24027,Probable,Male,Suppressed,1
2008,MD,24027,Probable,Female,0-19,10
2008,MD,24027,Probable,Female,20+,20
2008,MD,24029,Confirmed,Male,0-19,6
2008,MD,24029,Confirmed,Male,20+,4
2008,MD,24029,Confirmed,Female,0-19,5
2008,MD,24029,Confirmed,Female,20+,10
2008,MD,24029,Probable,Male,0-19,3
2008,MD,24029,Probable,Male,20+,10
2008,MD,24029,Probable,Male,Suppressed,1
2008,MD,24029,Probable,Female,0-19,1
2008,MD,24029,Probable,Female,20+,15
2008,MD,24031,Confirmed,Male,0-19,56
2008,MD,24031,Confirmed,Male,20+,111
2008,MD,24031,Confirmed,Male,Suppressed,1
2008,MD,24031,Confirmed,Female,0-19,32
2008,MD,24031,Confirmed,Female,20+,98
2008,MD,24031,Confirmed,Suppressed,20+,2
2008,MD,24031,Probable,Male,0-19,3
2008,MD,24031,Probable,Male,20+,10
2008,MD,24031,Probable,Female,0-19,4
2008,MD,24031,Probable,Female,20+,17
2008,MD,24033,Confirmed,Male,0-19,19
2008,MD,24033,Confirmed,Male,20+,31
2008,MD,24033,Confirmed,Male,Suppressed,1
2008,MD,24033,Confirmed,Female,0-19,4
2008,MD,24033,Confirmed,Female,20+,43
2008,MD,24033,Probable,Male,0-19,5
2008,MD,24033,Probable,Male,20+,7
2008,MD,24033,Probable,Female,0-19,6
2008,MD,24033,Probable,Female,20+,11
2008,MD,24035,Confirmed,Male,0-19,2
2008,MD,24035,Confirmed,Male,20+,28
2008,MD,24035,Confirmed,Female,0-19,4
2008,MD,24035,Confirmed,Female,20+,32
2008,MD,24035,Probable,Male,0-19,3
2008,MD,24035,Probable,Male,20+,8
2008,MD,24035,Probable,Female,0-19,5
2008,MD,24035,Probable,Female,20+,13
2008,MD,24035,Probable,Female,Suppressed,1
2008,MD,24037,Confirmed,Male,20+,10
2008,MD,24037,Confirmed,Female,20+,5
2008,MD,24037,Confirmed,Female,Suppressed,2
2008,MD,24037,Probable,Male,20+,2
2008,MD,24037,Probable,Female,20+,1
2008,MD,24037,Probable,Female,Suppressed,1
2008,MD,24039,Confirmed,Female,20+,4
2008,MD,24039,Confirmed,Suppressed,Suppressed,3
2008,MD,24039,Probable,Female,20+,2
2008,MD,24039,Probable,Suppressed,Suppressed,1
2008,MD,24041,Confirmed,Male,20+,8
2008,MD,24041,Confirmed,Male,Suppressed,3
2008,MD,24041,Confirmed,Female,20+,18
2008,MD,24041,Confirmed,Female,Suppressed,4
2008,MD,24041,Confirmed,Suppressed,20+,1
2008,MD,24041,Probable,Male,Suppressed,2
2008,MD,24041,Probable,Female,20+,5
2008,MD,24041,Probable,Female,Suppressed,1
2008,MD,24043,Confirmed,Male,0-19,7
2008,MD,24043,Confirmed,Male,20+,20
2008,MD,24043,Confirmed,Female,0-19,6
2008,MD,24043,Confirmed,Female,20+,10
2008,MD,24043,Probable,Male,0-19,3
2008,MD,24043,Probable,Male,20+,3
2008,MD,24043,Probable,Female,0-19,1
2008,MD,24043,Probable,Female,20+,4
2008,MD,24045,Confirmed,Male,20+,7
2008,MD,24045,Confirmed,Male,Suppressed,3
2008,MD,24045,Confirmed,Female,0-19,4
2008,MD,24045,Confirmed,Female,20+,14
2008,MD,24045,Confirmed,Suppressed,20+,1
2008,MD,24045,Probable,Male,20+,5
2008,MD,24045,Probable,Female,0-19,4
2008,MD,24045,Probable,Female,20+,4
2008,MD,24047,Confirmed,Male,Suppressed,6
2008,MD,24047,Probable,Male,Suppressed,2
2008,MD,24510,Confirmed,Male,0-19,9
2008,MD,24510,Confirmed,Male,20+,15
2008,MD,24510,Confirmed,Female,20+,14
2008,MD,24510,Confirmed,Female,Suppressed,1
2008,MD,24510,Probable,Male,20+,3
2008,MD,24510,Probable,Female,20+,2
2008,MD,24510,Probable,Female,Suppressed,1
2008,MD,Suppressed,Confirmed,Male,Suppressed,1
2008,MD,Suppressed,Confirmed,Suppressed,20+,2
2008,MD,Suppressed,Confirmed,Suppressed,Suppressed,2
2008,MD,Suppressed,Probable,Suppressed,20+,1
2008,ME,23001,Confirmed,Male,0-19,7
2008,ME,23001,Confirmed,Male,20+,15
2008,ME,23001,Confirmed,Female,20+,5
2008,ME,23001,Confirmed,Female,Suppressed,3
2008,ME,23001,Probable,Male,0-19,2
2008,ME,23001,Probable,Male,20+,2
2008,ME,23001,Probable,Female,20+,2
2008,ME,23005,Confirmed,Male,0-19,44
2008,ME,23005,Confirmed,Male,20+,65
2008,ME,23005,Confirmed,Female,0-19,31
2008,ME,23005,Confirmed,Female,20+,62
2008,ME,23005,Probable,Male,0-19,3
2008,ME,23005,Probable,Male,20+,10
2008,ME,23005,Probable,Female,0-19,2
2008,ME,23005,Probable,Female,20+,11
2008,ME,23009,Confirmed,Female,20+,6
2008,ME,23009,Confirmed,Suppressed,Suppressed,2
2008,ME,23009,Probable,Female,20+,2
2008,ME,23011,Confirmed,Male,0-19,18
2008,ME,23011,Confirmed,Male,20+,37
2008,ME,23011,Confirmed,Female,0-19,10
2008,ME,23011,Confirmed,Female,20+,33
2008,ME,23011,Probable,Male,0-19,3
2008,ME,23011,Probable,Male,20+,7
2008,ME,23011,Probable,Female,0-19,1
2008,ME,23011,Probable,Female,20+,5
